school_name,school_city,school_state,school_type,school_div,school_domain,school_url
University of the Cumberlands,Williamsburg,KY,naia,div1,ucumberlands.edu,http://ucumberlands.edu
Western Kentucky University,Bowling Green,KY,NCAA,div1,wku.edu,http://wku.edu
Bossier Parish Community College,Bossier City,LA,juco,div1,bpcc.edu,http://bpcc.edu
Centenary College of Louisiana,Shreveport,LA,NCAA,div3,centenary.edu,http://centenary.edu
Louisiana Tech University,Ruston,LA,NCAA,div1,latech.edu,http://latech.edu
Louisiana Culinary Institute,Baton Rouge,LA,,,lci.edu,http://lci.edu
University of Louisiana Lafayette,Lafayette,LA,,,louisiana.edu,http://louisiana.edu
Loyola University New Orleans,New Orleans,LA,naia,div1,loyno.edu,http://loyno.edu
Louisiana State University,Baton Rouge,LA,NCAA,div1,lsu.edu,http://lsu.edu
Louisiana State University - Eunice,Eunice,LA,,,lsue.edu,http://lsue.edu
LSU Health Sciences Center - New Orleans,New Orleans,LA,,,lsuhsc.edu,http://lsuhsc.edu
LSU Health Sciences Center - New Orleans,Shreveport,LA,,,lsuhscshreveport.edu,http://lsuhscshreveport.edu
Louisiana State University System,Baton Rouge,LA,,,lsusystem.edu,http://lsusystem.edu
Nicholls State University,Thibodaux,LA,NCAA,div1,nicholls.edu,http://nicholls.edu
New Orleans Baptist Theological Seminary,New Orleans,LA,,,nobts.edu,http://nobts.edu
Nunez Community College,Chalmette,LA,juco,div1,nunez.edu,http://nunez.edu
Southeastern Louisiana University,Hammond,LA,NCAA,div1,southeastern.edu,http://southeastern.edu
Southern University,Baton Rouge,LA,NCAA,div1,subr.edu,http://subr.edu
Tulane University,New Orleans,LA,NCAA,div1,tulane.edu,http://tulane.edu
University of Louisiana at Monroe,Monroe,LA,NCAA,div1,ulm.edu,http://ulm.edu
University of New Orleans,New Orleans,LA,NCAA,div1,uno.edu,http://uno.edu
Xavier University of Louisiana,New Orleans,LA,naia,div1,xula.edu,http://xula.edu
Amherst College,Amherst,MA,NCAA,div3,amherst.edu,http://amherst.edu
Assumption College,Worcester,MA,NCAA,div2,assumption.edu,http://assumption.edu
Babson College,Babson Park,MA,NCAA,div3,babson.edu,http://babson.edu
Boston College,Chestnut Hill,MA,NCAA,div1,bc.edu,http://bc.edu
Bentley University,Waltham,MA,NCAA,div2,bentley.edu,http://bentley.edu
Berklee College of Music,Boston,MA,,,berklee.edu,http://berklee.edu
Berkshire Community College,Pittsfield,MA,,,berkshirecc.edu,http://berkshirecc.edu
The Boston Conservatory,Boston,MA,,,bostonconservatory.edu,http://bostonconservatory.edu
Brandeis University,Waltham,MA,NCAA,div3,brandeis.edu,http://brandeis.edu
Bridgewater State University,Bridgewater,MA,NCAA,div3,bridgew.edu,http://bridgew.edu
Boston University,Boston,MA,NCAA,div1,bu.edu,http://bu.edu
Cambridge College,Cambridge,MA,,,cambridgecollege.edu,http://cambridgecollege.edu
Clark University,Worcester,MA,NCAA,div3,clarku.edu,http://clarku.edu
Curry College,Milton,MA,NCAA,div3,curry.edu,http://curry.edu
Elms College,Chicopee,MA,NCAA,div3,elms.edu,http://elms.edu
Emerson College,Boston,MA,NCAA,div3,emerson.edu,http://emerson.edu
Emmanuel College,Boston,MA,NCAA,div3,emmanuel.edu,http://emmanuel.edu
Endicott College,Beverly,MA,NCAA,div3,endicott.edu,http://endicott.edu
Fitchburg State University,Fitchburg,MA,NCAA,div3,fitchburgstate.edu,http://fitchburgstate.edu
Framingham State University,Framingham,MA,NCAA,div3,framingham.edu,http://framingham.edu
Gordon Conwell Theological Seminary,South Hamilton,MA,,,gordonconwell.edu,http://gordonconwell.edu
Gordon College,Wenham,MA,NCAA,div3,gordon.edu,http://gordon.edu
Hampshire College,Amherst,MA,,,hampshire.edu,http://hampshire.edu
Harvard University,Cambridge,MA,NCAA,div1,harvard.edu,http://harvard.edu
Harvard Business School,Boston,MA,,,hbs.edu,http://hbs.edu
College of the Holy Cross,Worcester,MA,NCAA,div1,holycross.edu,http://holycross.edu
Lesley University,Cambridge,MA,NCAA,div3,lesley.edu,http://lesley.edu
Massachusetts Maritime Academy,Buzzards Bay,MA,NCAA,div3,maritime.edu,http://maritime.edu
Massachusetts Department of Higher Education,Boston,MA,,,mass.edu,http://mass.edu
Massachusetts College of Art and Design,Boston,MA,,,massart.edu,http://massart.edu
MassBay Community College,Wellesley,MA,juco,div1,massbay.edu,http://massbay.edu
Marine Biological Laboratory,Woods Hole,MA,,,mbl.edu,http://mbl.edu
Merrimack Education Center,Chelmsford,MA,,,mec.edu,http://mec.edu
Merrimack College,North Andover,MA,,,merrimack.edu,http://merrimack.edu
MGH Institute of Health Professions,Boston,MA,,,mghihp.edu,http://mghihp.edu
Milton Academy,Milton,MA,,,milton.edu,http://milton.edu
Massachusetts Institute of Technology,Cambridge,MA,,,mit.edu,http://mit.edu
Montserrat College of Art,Beverly,MA,,,montserrat.edu,http://montserrat.edu
Mount Ida College,Newton,MA,,,mountida.edu,http://mountida.edu
Mount Holyoke College,South Hadley,MA,NCAA,div3,mtholyoke.edu,http://mtholyoke.edu
Middlesex Community College,Lowell,MA,,,mxcc.edu,http://mxcc.edu
Middlesex School,Lowell,MA,,,mxschool.edu,http://mxschool.edu
North Bennet Street School,Boston,MA,,,nbss.edu,http://nbss.edu
New England Law - Boston,Boston,MA,,,nesl.edu,http://nesl.edu
Northeastern University,Boston,MA,NCAA,div1,northeastern.edu,http://northeastern.edu
Olin College of Engineering,Needham,MA,,,olin.edu,http://olin.edu
Salem State University,Salem,MA,NCAA,div3,salemstate.edu,http://salemstate.edu
Simmons College,Boston,MA,NCAA,div3,simmons.edu,http://simmons.edu
Smith College,Northampton,MA,NCAA,div3,smith.edu,http://smith.edu
Spa Tech Institute,Ipswich,MA,,,spatech.edu,http://spatech.edu
Springfield College,Springfield,MA,NCAA,div3,springfieldcollege.edu,http://springfieldcollege.edu
Springfield Technical Community College,Springfield,MA,,,stcc.edu,http://stcc.edu
Suffolk University,Boston,MA,NCAA,div3,suffolk.edu,http://suffolk.edu
Boston Architectural College,Boston,MA,,,the-bac.edu,http://the-bac.edu
Tufts University,Medford,MA,NCAA,div3,tufts.edu,http://tufts.edu
University of Massachusetts Amherst,Amherst,MA,NCAA,div1,umass.edu,http://umass.edu
University of Massachusetts Dartmouth,Dartmouth,MA,NCAA,div3,umassd.edu,http://umassd.edu
University of Massachusetts Medical School,Worcester,MA,,,umassmed.edu,http://umassmed.edu
University of Massachusetts,Amherst,MA,,,umassp.edu,http://umassp.edu
University of Massachusetts Boston,Boston,MA,NCAA,div3,umb.edu,http://umb.edu
University of Massachusetts Lowell,Lowell,MA,NCAA,div1,uml.edu,http://uml.edu
Wellesley College,Wellesley,MA,NCAA,div3,wellesley.edu,http://wellesley.edu
"Wheaton College, Norton",Norton,MA,,,wheatoncollege.edu,http://wheatoncollege.edu
Wheelock College,Boston,MA,,,wheelock.edu,http://wheelock.edu
Williams College,Williamstown,MA,NCAA,div3,williams.edu,http://williams.edu
Western New England University,Springfield,MA,NCAA,div3,wne.edu,http://wne.edu
Worcester State University,Worcester,MA,NCAA,div3,worcester.edu,http://worcester.edu
Worcester Polytechnic Institute,Worcester,MA,NCAA,div3,wpi.edu,http://wpi.edu
Anne Arundel Community College,Arnold,MD,juco,div1,aacc.edu,http://aacc.edu
Baltimore City Community College,Baltimore,MD,,,bccc.edu,http://bccc.edu
Bowie State University,Bowie,MD,NCAA,div2,bowiestate.edu,http://bowiestate.edu
Carroll Community College,Westminster,MD,,,carrollcc.edu,http://carrollcc.edu
The Community College of Baltimore County,(multiple locations),MD,,,ccbcmd.edu,http://ccbcmd.edu
Chesapeake College,Wye Mills,MD,juco,div1,chesapeake.edu,http://chesapeake.edu
Coppin State University,Baltimore,MD,NCAA,div1,coppin.edu,http://coppin.edu
College of Southern Maryland,La Plata,MD,juco,div1,csmd.edu,http://csmd.edu
Frederick Community College,Frederick,MD,juco,div1,frederick.edu,http://frederick.edu
Frostburg State University,Frostburg,MD,,,frostburg.edu,http://frostburg.edu
Garrett College,McHenry,MD,juco,div1,garrettcollege.edu,http://garrettcollege.edu
Goucher College,Baltimore,MD,NCAA,div3,goucher.edu,http://goucher.edu
Hagerstown Community College,Hagerstown,MD,juco,div1,hagerstowncc.edu,http://hagerstowncc.edu
Harford Community College,Bel Air,MD,juco,div1,harford.edu,http://harford.edu
Hood College,Frederick,MD,NCAA,div3,hood.edu,http://hood.edu
Howard Community College,Columbia,MD,,,howardcc.edu,http://howardcc.edu
Johns Hopkins Bloomberg School of Public Health,Baltimore,MD,,,jhsph.edu,http://jhsph.edu
Johns Hopkins University,Baltimore,MD,,,jhu.edu,http://jhu.edu
Loyola University Maryland,Baltimore,MD,NCAA,div1,loyola.edu,http://loyola.edu
Montgomery Blair High School,Silver Spring,MD,,,mbhs.edu,http://mbhs.edu
McDaniel College,Westminster,MD,NCAA,div3,mcdaniel.edu,http://mcdaniel.edu
Maryland Institute College of Art,Baltimore,MD,,,mica.edu,http://mica.edu
Montgomery College,Montgomery County,MD,juco,div1,montgomerycollege.edu,http://montgomerycollege.edu
Mount Saint Mary's University,Emmitsburg,MD,,,msmary.edu,http://msmary.edu
Maryland University of Integrative Health,Laurel,MD,,,muih.edu,http://muih.edu
Prince George's Community College,Largo,MD,juco,div1,pgcc.edu,http://pgcc.edu
Salisbury University,Salisbury,MD,NCAA,div3,salisbury.edu,http://salisbury.edu
Sojourner-Douglass College,Baltimore,MD,,,sdc.edu,http://sdc.edu
Saint Mary's College of Maryland,Saint Mary's City,MD,,,smcm.edu,http://smcm.edu
Saint James School,Hagerstown,MD,,,stjames.edu,http://stjames.edu
Towson University,Towson,MD,NCAA,div1,towson.edu,http://towson.edu
University of Baltimore,Baltimore,MD,,,ubalt.edu,http://ubalt.edu
University of Maryland,Baltimore,MD,,,umaryland.edu,http://umaryland.edu
University of Maryland Baltimore County,Baltimore,MD,,,umbc.edu,http://umbc.edu
University of Maryland,College Park,MD,,,umd.edu,http://umd.edu
University of Maryland University College,Adelphi,MD,,,umuc.edu,http://umuc.edu
University System of Maryland,Adelphi,MD,,,usmd.edu,http://usmd.edu
United States Naval Academy,Annapolis,MD,,,usna.edu,http://usna.edu
Washington College,Chestertown,MD,NCAA,div3,washcoll.edu,http://washcoll.edu
Wor-Wic Community College,Salisbury,MD,,,worwic.edu,http://worwic.edu
Saint John's College,Annapolis,MD,,,sjc.edu,http://sjc.edu
Bates College,Lewiston,ME,NCAA,div3,bates.edu,http://bates.edu
Bowdoin College,Brunswick,ME,NCAA,div3,bowdoin.edu,http://bowdoin.edu
Central Maine Community College,Auburn,ME,,,cmcc.edu,http://cmcc.edu
College of the Atlantic,Bar Harbor,ME,,,coa.edu,http://coa.edu
Colby College,Waterville,ME,NCAA,div3,colby.edu,http://colby.edu
Husson University,Bangor,ME,NCAA,div3,husson.edu,http://husson.edu
Maine Maritime Academy,Castine,ME,NCAA,div3,mainemaritime.edu,http://mainemaritime.edu
Northern Maine Community College,Presque Isle,ME,,,nmcc.edu,http://nmcc.edu
Saint Joseph's College,Standish,ME,,,sjcme.edu,http://sjcme.edu
Southern Maine Community College,South Portland,ME,,,smccme.edu,http://smccme.edu
University of Maine,Orono,ME,NCAA,div1,umaine.edu,http://umaine.edu
University of Maine Fort Kent,Fort Kent,ME,,,umfk.edu,http://umfk.edu
University of Maine at Presque Isle,Presque Isle,ME,NCAA,div3,umpi.edu,http://umpi.edu
University of New England,Biddeford,ME,NCAA,div3,une.edu,http://une.edu
Unity College,Unity,ME,,,unity.edu,http://unity.edu
York County Community College,Wells,ME,,,yccc.edu,http://yccc.edu
University of Main at Augusta,Augusta,ME,,,uma.edu,http://uma.edu
Adrian College,Adrian,MI,NCAA,div3,adrian.edu,http://adrian.edu
Albion College,Albion,MI,NCAA,div3,albion.edu,http://albion.edu
Alma College,Alma,MI,NCAA,div3,alma.edu,http://alma.edu
Alpena Community College,Alpena,MI,,,alpenacc.edu,http://alpenacc.edu
Andrews University,Berrien Springs,MI,,,andrews.edu,http://andrews.edu
Aquinas College,Grand Rapids,MI,naia,div2,aquinas.edu,http://aquinas.edu
Baker College,(multiple locations),MI,,,baker.edu,http://baker.edu
Bay College,Escanaba,MI,juco,div1,baycollege.edu,http://baycollege.edu
Calvin College,Grand Rapids,MI,NCAA,div3,calvin.edu,http://calvin.edu
Central Michigan University,Mount Pleasant,MI,NCAA,div1,cmich.edu,http://cmich.edu
College for Creative Studies,Detroit,MI,,,collegeforcreativestudies.edu,http://collegeforcreativestudies.edu
Cornerstone University,Grand Rapids,MI,naia,div2,cornerstone.edu,http://cornerstone.edu
Davenport University,Grand Rapids,MI,NCAA,div2,davenport.edu,http://davenport.edu
Delta College,University Center,MI,juco,div1,delta.edu,http://delta.edu
Douglas J. Aveda Institute,Ann Arbor,MI,,,douglasj.edu,http://douglasj.edu
Eastern Michigan University,Ypsilanti,MI,NCAA,div1,emich.edu,http://emich.edu
Ferris State University,Big Rapids,MI,NCAA,div2,ferris.edu,http://ferris.edu
Finlandia University,Hancock,MI,NCAA,div3,finlandia.edu,http://finlandia.edu
Grand Rapids Community College,Grand Rapids,MI,juco,div1,grcc.edu,http://grcc.edu
Grand Valley State University,Allendale,MI,NCAA,div2,gvsu.edu,http://gvsu.edu
Henry Ford College,Dearborn,MI,juco,div1,hfcc.edu,http://hfcc.edu
Hillsdale College,Hillsdale,MI,NCAA,div2,hillsdale.edu,http://hillsdale.edu
Hope College,Holland,MI,NCAA,div3,hope.edu,http://hope.edu
Jackson College,Jackson,MI,juco,div1,jccmi.edu,http://jccmi.edu
Kettering University,Flint,MI,,,kettering.edu,http://kettering.edu
Kalamazoo Valley Community College,Kalamazoo,MI,juco,div1,kvcc.edu,http://kvcc.edu
Kalamazoo College,Kalamazoo,MI,NCAA,div3,kzoo.edu,http://kzoo.edu
Lake Michigan College,Benton Harbor,MI,juco,div1,lakemichigancollege.edu,http://lakemichigancollege.edu
Lansing Community College,Lansing,MI,juco,div1,lcc.edu,http://lcc.edu
Lake Superior State University,Marietta,MI,NCAA,div2,lssu.edu,http://lssu.edu
Lawrence Technological University,Southfield,MI,naia,div2,ltu.edu,http://ltu.edu
Macomb Community College,Warren,MI,juco,div1,macomb.edu,http://macomb.edu
Marygrove College,Detroit,MI,naia,div2,marygrove.edu,http://marygrove.edu
Monroe County Community College,Monroe,MI,,,monroeccc.edu,http://monroeccc.edu
Michigan State University,East Lansing,MI,NCAA,div1,msu.edu,http://msu.edu
Michigan Technological University,Houghton,MI,NCAA,div2,mtu.edu,http://mtu.edu
Northwestern Michigan College,Traverse City,MI,,,nmc.edu,http://nmc.edu
Northern Michigan University,Marquette,MI,NCAA,div2,nmu.edu,http://nmu.edu
Oakland Univeristy,Rochester,MI,,,oakland.edu,http://oakland.edu
Oakland Community College,Bloomfield Hills,MI,,,oaklandcc.edu,http://oaklandcc.edu
Saginaw Chippewa Tribal College,Mount Pleasant,MI,,,sagchip.edu,http://sagchip.edu
Saginaw Valley State University,University Center,MI,NCAA,div2,svsu.edu,http://svsu.edu
University of Detroit Mercy,Detroit,MI,NCAA,div1,udmercy.edu,http://udmercy.edu
University of Michigan-Flint,Flint Township,MI,,,umflint.edu,http://umflint.edu
University of Michigan,Ann Arbor,MI,NCAA,div1,umich.edu,http://umich.edu
Wayne State,Detroit,MI,,,wayne.edu,http://wayne.edu
Washtenaw Community College,Ann Arbor,MI,,,wccnet.edu,http://wccnet.edu
Western Michigan University,Kalamazoo,MI,NCAA,div1,wmich.edu,http://wmich.edu
Alexandria Technical & Community College,Alexandria,MN,,,alextech.edu,http://alextech.edu
Anoka-Ramsey Community College,Cambridge,MN,juco,div1,anokaramsey.edu,http://anokaramsey.edu
Augsburg College,Minneapolis,MN,,,augsburg.edu,http://augsburg.edu
Bemidji State University,Bemidji,MN,NCAA,div2,bemidjistate.edu,http://bemidjistate.edu
Bethel University,Saint Paul,MN,NCAA,div3,bethel.edu,http://bethel.edu
Carleton College,Northfield,MN,NCAA,div3,carleton.edu,http://carleton.edu
Century College,White Bear Lake,MN,juco,div1,century.edu,http://century.edu
Central Lakes College,Brainerd,MN,,,clcmn.edu,http://clcmn.edu
Concordia College,Moorhead,MN,NCAA,div2,cord.edu,http://cord.edu
Crown College,Saint Bonifacius,MN,NCAA,div3,crown.edu,http://crown.edu
"College of Saint Benedict, Saint John's University",Saint Joseph,MN,,,csbsju.edu,http://csbsju.edu
Concordia University Saint Paul,Saint Paul,MN,,,csp.edu,http://csp.edu
The College of Saint Scholastica,Duluth,MN,,,css.edu,http://css.edu
Dakota County Technical College,Rosemount,MN,juco,div1,dctc.edu,http://dctc.edu
Gustavus Adolphus College,Saint Peter,MN,NCAA,div3,gustavus.edu,http://gustavus.edu
Globe University,(multiple locations),MN,,,globeuniversity.edu,http://globeuniversity.edu
Hamline University,Saint Paul,MN,NCAA,div3,hamline.edu,http://hamline.edu
Inver Hills Community College,Inver Grove Heights,MN,,,inverhills.edu,http://inverhills.edu
Institute of Production and Recording,Minneapolis,MN,,,ipr.edu,http://ipr.edu
Leech Lake Tribal College,Cass Lake,MN,,,lltc.edu,http://lltc.edu
Luther Seminary,Saint Paul,MN,,,luthersem.edu,http://luthersem.edu
Macalester College,Saint Paul,MN,NCAA,div3,macalester.edu,http://macalester.edu
McNally Smith College of Music,Saint Paul,MN,,,mcnallysmith.edu,http://mcnallysmith.edu
Mesabi Range College,Eveleth,MN,juco,div1,mesabirange.edu,http://mesabirange.edu
Metropolitan State University,Saint Paul,MN,,,metrostate.edu,http://metrostate.edu
Minnesota State University Moorhead,Moorhead,MN,NCAA,div2,mnstate.edu,http://mnstate.edu
Minnesota State University Mankato,Mankato,MN,,,mnsu.edu,http://mnsu.edu
North Hennepin Community College,North Brooklyn Park,MN,,,nhcc.edu,http://nhcc.edu
Normandale Community College,Bloomington,MN,,,normandale.edu,http://normandale.edu
Rasmussen College,(multiple locations),MN,,,rasmussen.edu,http://rasmussen.edu
Ridgewater College,Willmar,MN,juco,div1,ridgewater.edu,http://ridgewater.edu
Southwest Minnesota State University,Marshall,MN,NCAA,div2,smsu.edu,http://smsu.edu
Saint Mary's University of Minnesota,Winona,MN,NCAA,div3,smumn.edu,http://smumn.edu
South Central College,(multiple locations),MN,,,southcentral.edu,http://southcentral.edu
Saint Cloud State University,Saint Cloud,MN,,,stcloudstate.edu,http://stcloudstate.edu
Saint Olaf College,Northfield,MN,,,stolaf.edu,http://stolaf.edu
University of Saint Thomas,Saint Paul,MN,,,stthomas.edu,http://stthomas.edu
University of Minnesota,Minneapolis,MN,NCAA,div1,umn.edu,http://umn.edu
United Theological Seminary of the Twin Cities,New Brighton,MN,,,unitedseminary.edu,http://unitedseminary.edu
University of Northwestern Saint Paul,Saint Paul,MN,,,unwsp.edu,http://unwsp.edu
Walden University,Minneapolis,MN,,,waldenu.edu,http://waldenu.edu
Winona State Unviversity,Winona,MN,,,winona.edu,http://winona.edu
Assemblies of God Theological Seminary,Springfield,MO,,,agts.edu,http://agts.edu
Aquinas Institute of Theology,St. Louis,MO,,,ai.edu,http://ai.edu
A.T. Still University,Kirksville,MO,,,atsu.edu,http://atsu.edu
Avila University,Kansas City,MO,naia,div2,avila.edu,http://avila.edu
Columbia College,Columbia,MO,,,ccis.edu,http://ccis.edu
Central Methodist University,Fayette,MO,naia,div1,centralmethodist.edu,http://centralmethodist.edu
Crowder College,Neosho,MO,juco,div1,crowder.edu,http://crowder.edu
Culver-Stockton College,Canton,MO,,,culver.edu,http://culver.edu
Drury University,Springfield,MO,NCAA,div2,drury.edu,http://drury.edu
Evangel University,Springfield,MO,naia,div1,evangel.edu,http://evangel.edu
Fontbonne University,Saint Louis,MO,NCAA,div3,fontbonne.edu,http://fontbonne.edu
Hannibal-LaGrange,Hannibal,MO,,,hlg.edu,http://hlg.edu
Harris-Stowe State University,Saint Louis,MO,,,hssu.edu,http://hssu.edu
Jefferson College,Hillsboro,MO,juco,div1,jeffco.edu,http://jeffco.edu
Kansas City University of Medicine and Biosciences,Kansas City,MO,,,kcumb.edu,http://kcumb.edu
Lincoln University,Jefferson City,MO,,,lincolne.edu,http://lincolne.edu
Lindenwood University,Saint Charles,MO,NCAA,div2,lindenwood.edu,http://lindenwood.edu
Linn State Technical College,Linn,MO,,,linnstate.edu,http://linnstate.edu
Maryville University,Saint Louis,MO,NCAA,div2,maryville.edu,http://maryville.edu
Metropolitan Community College,Kansas City,MO,juco,div1,mcckc.edu,http://mcckc.edu
Mineral Area College,Park Hills,MO,juco,div1,mineralarea.edu,http://mineralarea.edu
Mizzou University of Missouri,Columbia,MO,,,missouri.edu,http://missouri.edu
Missouri State University,Springfield,MO,NCAA,div1,missouristate.edu,http://missouristate.edu
Missouri Valley College,Marshall,MO,naia,div1,moval.edu,http://moval.edu
Missouri Southern State University,Joplin,MO,NCAA,div2,mssu.edu,http://mssu.edu
Missouri University of Science and Technology,Rolla,MO,NCAA,div2,mst.edu,http://mst.edu
North Central Missouri College,Trenton,MO,juco,div1,ncmissouri.edu,http://ncmissouri.edu
Nazarene Theological Seminary,Kansas City,MO,,,nts.edu,http://nts.edu
Northwest Missouri State University,Maryville,MO,NCAA,div2,nwmissouri.edu,http://nwmissouri.edu
Ozarks Technical Community College,Springfield,MO,,,otc.edu,http://otc.edu
Park University,Parkville,MO,naia,div1,park.edu,http://park.edu
Rockhurst University,Kansas City,MO,NCAA,div2,rockhurst.edu,http://rockhurst.edu
Southwest Baptist University,Bolivar,MO,NCAA,div2,sbuniv.edu,http://sbuniv.edu
South Central Career Center,West Plains,MO,,,scccwp.edu,http://scccwp.edu
Southeast Missouri State University,Cape Girardeau,MO,NCAA,div1,semo.edu,http://semo.edu
Saint Louis University,Saint Louis,MO,NCAA,div1,slu.edu,http://slu.edu
Saint Charles Community College,Cottleville,MO,,,stchas.edu,http://stchas.edu
Saint Louis Community College,Saint Louis,MO,,,stlcc.edu,http://stlcc.edu
Truman State University,Kirksville,MO,NCAA,div2,truman.edu,http://truman.edu
University of Central Missouri,Warrensburg,MO,NCAA,div2,ucmo.edu,http://ucmo.edu
University of Missouri Kansas City,Kansas City,MO,,,umkc.edu,http://umkc.edu
University of Missouri Saint Louis,Saint Louis,MO,,,umsl.edu,http://umsl.edu
University of Missouri System,Columbia,MO,,,umsystem.edu,http://umsystem.edu
Webster University,Webster Groves,MO,NCAA,div3,webster.edu,http://webster.edu
"Westminster College, Missouri",Fulton,MO,,,westminster-mo.edu,http://westminster-mo.edu
Washington University in Saint Louis,Saint Louis,MO,,,wustl.edu,http://wustl.edu
Alcorn State University,Lorman,MS,NCAA,div1,alcorn.edu,http://alcorn.edu
Belhaven University,Jackson,MS,NCAA,div3,belhaven.edu,http://belhaven.edu
Delta State University,Cleveland,MS,NCAA,div2,deltastate.edu,http://deltastate.edu
East Mississippi Community College,Scooba,MS,juco,div1,eastms.edu,http://eastms.edu
Jackson State University,Jackson,MS,NCAA,div1,jsums.edu,http://jsums.edu
Mississippi Gulf Coast Community College,Perkinston,MS,juco,div1,mgccc.edu,http://mgccc.edu
Mississippi State University,Mississippi State,MS,NCAA,div1,mssstate.edu,http://mssstate.edu
Northeast Mississippi Community College,Booneville,MS,juco,div1,nemcc.edu,http://nemcc.edu
The University of Mississippi,University,MS,,,olemiss.edu,http://olemiss.edu
Pearl River Community College,Hattiesburg,MS,juco,div1,prcc.edu,http://prcc.edu
Reformed Theological Seminary,Jackson,MS,,,rts.edu,http://rts.edu
University of Mississippi Medical Center,Jackson,MS,,,umc.edu,http://umc.edu
University of Southern Mississippi,Hattiesburg,MS,NCAA,div1,usm.edu,http://usm.edu
William Carey University,Hattiesburg,MS,naia,div1,wmcarey.edu,http://wmcarey.edu
Itawamba Community College,Fulton,MS,juco,div1,iccms.edu,http://iccms.edu
Blackfeet Community College,Browning,MT,,,bfcc.edu,http://bfcc.edu
Carroll College,Helena,MT,naia,div1,carroll.edu,http://carroll.edu
Fort Peck Community College,Poplar,MT,,,fpcc.edu,http://fpcc.edu
Flathead Valley Community College,Kalispell,MT,,,fvcc.edu,http://fvcc.edu
Miles Community College,Miles City,MT,juco,div1,milescc.edu,http://milescc.edu
Montana State University,Bozeman,MT,NCAA,div1,montana.edu,http://montana.edu
Montana State University Billings,Billings,MT,NCAA,div2,msubillings.edu,http://msubillings.edu
Montana State University - Northern,Havre,MT,,,msun.edu,http://msun.edu
Montana Tech of the University of Montana,Butte,MT,naia,div1,mtech.edu,http://mtech.edu
Montana University System,Helena,MT,,,mus.edu,http://mus.edu
Rocky Mountain College,Billings,MT,naia,div1,rocky.edu,http://rocky.edu
University of Montana Helena College,Helena,MT,,,umhelena.edu,http://umhelena.edu
University of Montana,Missoula,MT,NCAA,div1,umt.edu,http://umt.edu
University of Montana Western,Dillon,MT,,,umwestern.edu,http://umwestern.edu
Asheville-Buncombe Technical Community College,Asheville,NC,,,abtech.edu,http://abtech.edu
Alamance Community College,Burlington,NC,,,alamancecc.edu,http://alamancecc.edu
Appalachian State University,Boone,NC,NCAA,div1,appstate.edu,http://appstate.edu
Bladen Community College,Dublin,NC,,,bladencc.edu,http://bladencc.edu
Body Therapy Institute,Siler City,NC,,,bti.edu,http://bti.edu
Campbell University,Buies Creek,NC,NCAA,div1,campbell.edu,http://campbell.edu
Cape Fear Community College,Wilmington,NC,,,cfcc.edu,http://cfcc.edu
Charlotte School of Law,Charlotte,NC,,,charlottelaw.edu,http://charlottelaw.edu
Chowan University,Murfreesboro,NC,NCAA,div2,chowan.edu,http://chowan.edu
Central Piedmont Community College,Charlotte,NC,,,cpcc.edu,http://cpcc.edu
Craven Community College,New Bern,NC,,,cravencc.edu,http://cravencc.edu
Davidson College,Davidson,NC,NCAA,div1,davidson.edu,http://davidson.edu
Duke University,Durham,NC,NCAA,div1,duke.edu,http://duke.edu
Durham Technical Community College,Durham,NC,,,durhamtech.edu,http://durhamtech.edu
Elizabeth City State University,Elizabeth City,NC,NCAA,div2,ecsu.edu,http://ecsu.edu
East Carolina University,Greenville,NC,NCAA,div1,ecu.edu,http://ecu.edu
Elon University,Elon,NC,NCAA,div1,elon.edu,http://elon.edu
Fayetteville Technical Community College,Fayetteville,NC,juco,div1,faytechcc.edu,http://faytechcc.edu
Forsyth Technical Community College,Winston-Salem,NC,,,forsythtech.edu,http://forsythtech.edu
Gardner-Webb University,Boiling Springs,NC,,,gardner-webb.edu,http://gardner-webb.edu
Gaston College,Dallas,NC,,,gaston.edu,http://gaston.edu
Guilford Technical Community College,Jamestown,NC,juco,div1,gtcc.edu,http://gtcc.edu
Heritage Bible College,Dunn,NC,,,heritagebiblecollege.edu,http://heritagebiblecollege.edu
High Point University,High Point,NC,NCAA,div1,highpoint.edu,http://highpoint.edu
Isothermal Community College,Spindale,NC,,,isothermal.edu,http://isothermal.edu
Lenoir Community College,Kinston,NC,juco,div1,lenoircc.edu,http://lenoircc.edu
Lees McRae College,Banner Elk,NC,,,lmc.edu,http://lmc.edu
Methodist University,Fayetteville,NC,NCAA,div3,methodist.edu,http://methodist.edu
The University of Mount Olive,Mount Olive,NC,,,umo.edu,http://umo.edu
Montgomery Community College,Troy,NC,,,montgomery.edu,http://montgomery.edu
North Carolina Central University,Durham,NC,NCAA,div1,nccu.edu,http://nccu.edu
North Carolina School of Science and Mathematics,Durham,NC,,,ncssm.edu,http://ncssm.edu
North Carolina State University,Raleigh,NC,NCAA,div1,ncsu.edu,http://ncsu.edu
North Carolina Wesleyan College,Rocky Mount,NC,NCAA,div3,ncwc.edu,http://ncwc.edu
New Life Theological Seminary,Charlotte,NC,,,nlts.edu,http://nlts.edu
University of North Carolina,Wilmington,NC,,,northcarolina.edu,http://northcarolina.edu
Piedmont Community College,Roxboro,NC,,,piedmontcc.edu,http://piedmontcc.edu
